frequency,v1_0,v1_1,v1_2,v1_3,v1_4,v1_5,v1_6,v1_7,v1_8,v1_9,v1_10,v1_11,v1_12,v1_13,v1_14,v1_15,v1_16,v1_17,v1_18,v1_19,v1_20,v1_21,v1_22,v1_23,v1_24,v1_25,v1_26,v1_27,v1_28,v1_29,v1_30,v1_31,v2_0,v2_1,v2_2,v2_3,v2_4,v2_5,v2_6,v2_7,v2_8,v2_9,v2_10,v2_11,v2_12,v2_13,v2_14,v2_15,v2_16,v2_17,v2_18,v2_19,v2_20,v2_21,v2_22,v2_23,v2_24,v2_25,v2_26,v2_27,v2_28,v2_29,v2_30,v2_31,class
199199,-106.75,-104.301,-101.32,-97.995,-95.3482,-93.5226,-91.9032,-90.9754,-90.2904,-89.8078,-89.0391,-88.6075,-87.6391,-86.698,-86.4621,-86.0503,-86.3725,-87.3761,-87.7993,-88.4513,-89.6656,-90.0457,-90.8123,-91.3785,-92.1452,-93.662,-95.5696,-98.2682,-100.587,-102.962,-105.567,-106.661,5.11143,5.06033,5.46381,5.46816,4.84286,4.76786,4.65354,4.57209,4.57847,4.77341,4.63566,4.58689,4.72401,4.56088,4.56763,4.82079,4.78768,4.66973,4.62353,4.79782,4.56041,4.64984,4.60026,4.50458,4.75089,4.74688,5.13626,4.96741,4.91486,5.20221,4.79056,5.38191,FM
191438,-107.246,-105.123,-101.975,-99.0674,-97.1719,-95.3607,-93.9109,-92.7084,-91.6449,-90.6537,-89.6682,-89.1112,-87.908,-86.957,-87.1341,-86.5418,-86.6518,-88.0237,-88.1485,-89.0325,-90.6741,-91.2344,-92.6932,-93.7659,-94.8692,-96.3857,-97.7878,-99.6656,-101.56,-103.794,-106.189,-107.899,5.00242,4.88086,5.57508,4.99288,4.55014,4.65363,4.51269,4.44589,4.59571,4.67908,4.46764,4.54089,4.6464,4.44481,4.54817,4.68227,4.78722,4.68442,4.58365,4.80497,4.54795,4.63951,4.63875,4.42238,4.63226,4.54021,4.70047,4.75465,4.74423,4.90701,4.71077,4.65406,FM
4565670,-114.235,-114.42,-115.259,-111.733,-91.0024,-90.8506,-91.3694,-92.6096,-92.0793,-95.2719,-92.1399,-91.2393,-92.6988,-92.4276,-96.5683,-91.645,-91.6695,-92.065,-90.0611,-92.5929,-92.2208,-92.333,-91.3671,-94.1724,-93.6831,-92.1923,-90.693,-92.0046,-112.298,-109.165,-105.42,-80.179,6.17008,5.63401,6.44769,6.92033,21.7666,5.24098,6.35567,2.75567,8.03839,5.33068,3.66,6.49658,3.74597,7.32076,5.4586,6.41614,4.2461,5.32661,6.45953,4.14922,5.04397,3.94691,3.401,6.85345,5.9343,3.22089,4.04874,20.0237,3.50421,8.15801,5.26691,24.8938,LTE_DL
4565670,-116.012,-115.962,-115.906,-111.432,-88.3792,-87.4372,-88.6343,-89.1375,-88.3245,-88.4476,-87.8402,-88.7,-88.9959,-88.8973,-88.8099,-88.0081,-88.4031,-88.7052,-88.9084,-89.7928,-89.6543,-88.924,-89.2851,-88.9476,-88.599,-88.7903,-89.022,-89.9857,-112.123,-112.737,-107.093,-85.0146,4.56215,4.58703,4.58314,8.29878,23.3939,6.00975,5.74911,4.80918,5.05366,4.88865,5.04454,5.68068,4.72357,5.35404,4.6844,5.32882,6.24584,5.59176,5.078,5.20981,4.99303,4.9758,5.57895,5.02575,5.30723,4.98077,5.09783,22.7366,7.07982,5.95867,6.92819,22.1838,LTE_DL
4565670,-115.451,-115.342,-115.333,-111.062,-88.588,-87.7539,-89.2455,-89.684,-88.7427,-88.7878,-88.1353,-89.132,-89.5168,-89.2511,-89.174,-88.223,-88.656,-88.9091,-89.1416,-90.0971,-90.069,-89.1174,-89.5059,-89.4605,-89.0872,-89.2867,-89.5336,-90.509,-111.79,-112.304,-106.59,-84.7647,4.53525,4.61716,4.61707,8.08394,22.8683,6.00545,5.59341,4.79143,5.07454,4.94881,4.98964,5.64555,4.69989,5.43983,4.70671,5.41761,6.18228,5.61339,5.04907,5.25431,4.96572,5.11163,5.61898,5.0466,5.30056,4.9433,5.03505,21.9004,6.80409,5.88118,7.0328,21.9701,LTE_DL
9106360,-98.2936,-97.0295,-98.2504,-121.625,-94.7698,-92.5913,-93.4998,-95.6314,-94.9107,-90.593,-91.1023,-93.6403,-90.9634,-88.465,-89.4644,-89.3908,-93.246,-94.7616,-89.403,-88.1949,-90.736,-91.0518,-89.9544,-89.0352,-91.4336,-94.3875,-89.4911,-88.629,-117.591,-124.487,-124.054,-119.888,6.20295,4.76141,26.5432,6.23521,27.9909,6.08628,6.39511,7.47284,7.46787,6.49246,6.34327,7.53536,9.69118,7.34028,8.66635,7.8776,5.96866,7.19696,8.58611,7.40814,7.14617,8.60507,5.10757,5.93318,5.33653,10.4804,8.26999,29.4161,9.537,4.77224,4.67378,8.43586,LTE_DL
9106360,-99.4371,-97.4378,-96.2137,-122.656,-90.1676,-87.0513,-88.5505,-90.6788,-91.161,-86.5271,-86.9024,-89.8072,-84.5191,-84.4258,-84.2125,-84.2907,-87.2223,-92.3641,-91.7036,-90.7968,-88.5971,-91.7745,-92.7816,-91.5921,-91.431,-91.705,-85.4057,-85.5815,-119.168,-124.201,-125.935,-118.455,3.808,2.97594,29.503,3.30553,33.5615,6.01233,8.28733,14.2784,14.3202,5.62882,4.15911,6.49097,10.8392,4.74611,5.0153,10.9461,8.62141,8.51074,5.59018,5.90166,6.70744,5.3697,9.3306,6.09043,5.80517,6.81985,9.62254,34.6405,9.35094,6.79437,3.3732,10.5216,LTE_DL
9106360,-99.1718,-97.7728,-98.6023,-120.245,-93.2956,-91.7984,-92.604,-94.7288,-94.0862,-90.576,-90.32,-93.2269,-90.5371,-88.1133,-87.7758,-87.7982,-90.411,-92.1019,-88.8558,-89.7501,-91.3682,-92.0355,-90.6093,-90.178,-92.1837,-94.6565,-90.9724,-90.0794,-117.161,-122.999,-122.796,-117.53,6.60408,5.01616,24.9512,6.14049,27.8886,5.69844,5.64223,7.76866,7.6203,6.43954,6.1225,6.89602,8.18478,6.25728,7.42012,7.0793,6.21043,7.01543,9.34203,6.34186,6.18479,7.47184,6.46727,6.1877,6.29403,7.47253,6.95253,27.6737,8.9679,4.61806,4.6741,9.07854,LTE_DL
9033880,-98.2269,-96.9396,-100.604,-118.278,-94.622,-92.869,-93.3096,-95.0294,-94.473,-89.3335,-89.0701,-91.2162,-89.9998,-88.8023,-88.3911,-88.2261,-89.8638,-91.8152,-88.7437,-88.933,-89.9204,-90.9238,-90.622,-89.7798,-90.5933,-92.097,-90.3831,-89.4306,-113.11,-117.893,-117.929,-113.774,6.45307,7.31236,21.2247,5.86948,25.2424,5.70727,5.62434,7.39138,7.3529,8.25264,5.71112,6.13817,6.65488,5.94997,6.77236,6.17268,5.74444,6.65747,8.78066,5.8444,5.75194,6.77288,5.92095,5.68651,5.86177,6.57315,6.30599,24.7652,8.27898,4.61524,4.78124,8.25239,LTE_DL
9033880,-110.298,-109.881,-110.054,-110.489,-92.4416,-93.5235,-94.159,-93.1424,-95.6866,-95.1054,-95.7675,-95.2107,-94.5062,-94.5133,-93.0376,-85.2139,-84.1156,-85.6496,-85.6734,-95.2855,-94.9865,-94.8237,-94.374,-97.1446,-96.2051,-94.7496,-94.7568,-95.5182,-109.612,-109.316,-110.762,-110.952,5.51936,5.5392,29.2851,5.39201,33.214,6.08533,4.59863,6.02386,3.84073,5.07923,5.16573,5.74332,11.56,4.2136,7.11183,6.83603,5.46735,8.02886,12.512,4.19626,7.10548,8.39841,3.80498,4.46431,4.69781,6.14951,7.86421,31.0877,8.9656,3.90169,5.14892,8.0711,LTE_DL
9033880,-109.698,-109.709,-109.751,-109.699,-91.5004,-91.0838,-91.8387,-91.9508,-92.8559,-93.3746,-93.1021,-92.9182,-92.2825,-91.9438,-90.967,-89.883,-90.424,-91.0632,-91.7768,-92.6607,-93.3994,-92.5462,-92.4252,-92.714,-93.0026,-93.0599,-91.8684,-93.5305,-109.873,-109.979,-110.048,-110.014,4.628,4.64372,4.5635,4.57166,21.0989,4.51109,4.40834,4.92772,4.71475,4.47405,4.9111,4.64754,4.92104,4.71689,5.26921,5.58874,4.48624,5.15808,5.2477,4.7126,4.51702,4.91928,4.75716,4.68507,4.57672,4.75623,5.19153,18.5353,4.62845,4.64485,4.52903,4.63821,LTE_DL
9033880,-109.467,-109.428,-109.463,-109.446,-90.919,-90.4797,-91.4848,-90.8926,-91.8245,-92.401,-91.9852,-92.0958,-91.4509,-90.965,-90.0709,-88.8326,-89.2222,-90.0427,-90.7038,-91.7209,-92.6735,-92.2714,-92.2934,-92.4904,-92.325,-92.1426,-90.9628,-93.0466,-109.683,-109.696,-109.722,-109.726,4.59582,4.64725,4.55331,4.54438,21.2261,4.75073,4.46523,5.27969,4.78491,4.39016,4.90755,4.75106,5.19178,4.723,5.20413,5.56417,4.54204,5.32802,5.62928,4.70605,4.60294,5.07239,4.59957,4.96425,4.85057,4.76962,5.41772,18.7772,4.66386,4.54579,4.62025,4.6443,LTE_DL
8983900,-99.547,-98.0408,-97.7467,-97.5272,-86.7481,-86.1997,-86.3185,-86.7894,-87.3832,-87.1532,-86.7635,-86.714,-86.1808,-85.9597,-86.2911,-85.902,-86.6259,-86.3316,-86.6721,-86.9986,-87.8636,-88.3935,-88.936,-89.3296,-89.5527,-89.5954,-89.5173,-89.749,-100.879,-101.308,-101.531,-102.651,3.85213,5.45222,8.39309,5.37292,6.77629,5.87296,7.03951,4.30038,10.5235,9.42065,6.61209,6.97292,7.5125,7.017,3.40341,5.71957,4.70889,5.52044,6.17632,5.81261,3.61737,4.5759,5.00452,4.18347,7.82279,2.8582,4.46655,4.925,4.11646,5.7076,4.21812,15.7329,LTE_DL
9033880,-99.8462,-101.012,-99.7309,-100.282,-81.1018,-81.7852,-83.5555,-83.6506,-83.2875,-86.347,-84.6456,-86.4312,-84.1271,-85.3926,-88.391,-83.2155,-83.4419,-81.1821,-82.8748,-81.8392,-83.3758,-85.867,-84.0114,-84.4278,-84.8372,-84.4888,-84.9089,-82.0848,-102.902,-101.906,-103.33,-101.52,5.28567,5.52509,4.29862,4.20415,21.438,2.86121,5.78867,3.60468,7.55116,3.80556,4.78045,5.9892,4.97573,5.45734,3.2157,7.26939,2.4272,5.19054,4.0368,4.39756,3.70898,3.69225,5.78527,5.31342,5.63026,5.49152,6.83998,21.3726,4.06516,3.82441,2.77425,5.93264,LTE_DL
9008900,-101.5,-101.219,-101.173,-100.137,-89.8108,-89.5492,-89.0595,-88.5106,-88.2666,-90.2672,-89.0214,-88.7347,-89.7619,-90.0097,-83.9796,-83.9398,-84.6731,-84.1271,-83.9693,-87.1268,-87.6159,-89.2175,-87.4604,-89.039,-89.5623,-88.7227,-88.9274,-90.9356,-101.974,-102.024,-102.699,-102.613,4.69157,4.42882,4.36182,4.64921,14.1068,4.94732,6.1764,6.44977,4.76645,4.59834,4.32877,6.60953,5.23948,5.24387,9.48841,5.17942,4.83706,4.41028,5.53757,5.628,5.57767,5.38157,6.6751,5.07236,4.78499,5.11602,5.86272,14.4725,4.45326,5.09583,4.13384,3.86828,LTE_DL
9008900,-101.486,-101.505,-101.528,-101.211,-88.1549,-87.1362,-87.8632,-87.8824,-88.4293,-88.8339,-87.732,-87.7106,-87.32,-86.6698,-86.1437,-85.6843,-86.4726,-86.0009,-86.3099,-86.8627,-87.6675,-88.3753,-89.7779,-89.1535,-89.26,-88.4152,-88.8945,-89.1343,-102.461,-102.679,-102.934,-103.089,4.63748,4.46188,4.63523,4.60626,16.3455,5.20969,5.61173,5.85359,5.60816,4.9923,5.54582,5.81123,6.04544,5.30127,6.55188,5.82839,5.39648,5.69798,6.21474,5.463,5.56688,6.17146,5.53884,5.91998,5.56623,5.87604,5.73524,16.3211,4.52325,4.60258,4.56365,4.5095,LTE_DL
8983900,-97.8036,-98.1273,-98.2508,-98.3514,-92.6599,-90.6202,-89.5356,-90.4476,-90.2716,-91.2806,-87.0843,-88.03,-87.7685,-87.0337,-87.1615,-89.5072,-89.1802,-85.7979,-84.5207,-84.9036,-84.9575,-83.7673,-87.7304,-86.4569,-87.217,-86.77,-90.3978,-91.3885,-97.5826,-97.7767,-98.2035,-99.2925,4.26166,4.21423,4.61929,3.66153,9.77008,5.95569,5.55021,5.06441,5.01072,5.66058,4.78041,5.04523,4.61176,6.12433,6.44484,4.9229,5.61076,4.46274,4.73854,6.34283,5.41591,9.82061,5.55518,5.32499,5.68615,6.33355,4.24124,11.2722,4.51182,4.46292,6.08348,5.63002,LTE_DL
9033880,-102.506,-102.313,-102.331,-103.833,-92.5098,-91.4586,-93.4851,-94.8155,-90.9051,-88.5247,-87.3007,-88.8857,-86.6941,-84.6572,-87.3612,-87.8351,-88.5515,-89.5085,-91.2261,-88.3812,-89.3926,-88.9576,-89.7552,-92.623,-92.2822,-94.2855,-90.4871,-91.35,-103.105,-102.929,-104.253,-105.517,7.0629,4.7143,6.1415,4.39075,12.4178,5.61139,8.14671,5.04631,9.02819,6.63272,6.85137,5.67944,5.61307,6.26238,4.05495,4.03111,5.03129,6.91282,6.1516,5.72659,4.39577,4.5741,4.57573,4.17286,4.73028,3.18948,7.98735,12.5399,3.83013,5.0298,4.02247,3.72102,LTE_DL
8983900,-102.273,-102.32,-102.32,-102.076,-87.7387,-87.0647,-87.4435,-87.2297,-87.8556,-89.1831,-88.1362,-87.3492,-87.0262,-86.3869,-86.3378,-85.9488,-87.0744,-86.6238,-86.6006,-87.3694,-88.313,-89.1019,-90.3204,-89.7327,-89.3237,-88.6366,-88.7931,-89.1143,-102.524,-102.574,-102.65,-102.683,4.57221,4.57852,4.76593,5.20032,14.0346,5.86552,5.39472,7.79197,5.30015,5.48075,7.87171,7.17691,10.3848,4.84079,6.69934,7.09902,6.0061,6.11015,6.44544,6.06671,7.37062,8.08417,5.91804,5.38575,5.88965,5.00188,5.20369,15.0439,4.80945,5.08521,4.21584,4.3152,LTE_DL
8983900,-102.678,-103.316,-103.557,-103.112,-97.8599,-94.0366,-93.4568,-93.2701,-95.1496,-92.118,-94.8319,-82.51,-82.1474,-81.3869,-83.9359,-80.9568,-89.4665,-93.5497,-89.1872,-88.4754,-90.5843,-91.3539,-94.0489,-94.6736,-95.8134,-96.3659,-93.4272,-94.0264,-103.658,-103.407,-104.539,-103.436,4.98257,5.0495,4.21685,4.33821,10.8358,8.83655,4.986,5.30356,5.09823,7.01716,5.4628,14.7812,3.58305,5.64018,4.55861,6.26454,4.75745,5.40064,9.99208,4.93731,4.16328,4.13048,4.98924,4.79513,5.36023,5.71581,8.45428,12.9628,5.30758,4.70669,3.77975,5.28744,LTE_DL
8983900,-102.642,-102.716,-102.706,-102.501,-88.2213,-87.0413,-87.4552,-87.6321,-88.2643,-89.061,-88.1618,-87.7663,-87.3973,-86.8746,-86.7277,-86.4629,-87.1391,-86.9632,-86.7968,-87.3538,-88.0007,-88.7407,-89.7771,-89.5696,-89.5033,-88.7015,-89.092,-89.5051,-102.828,-102.892,-103.005,-102.963,4.55738,4.60005,4.57053,4.59857,17.4826,5.52079,5.78963,5.91385,5.69203,5.46039,5.81317,6.10581,6.31027,5.32052,6.5974,5.88615,5.22706,5.54215,6.38389,5.51468,5.54938,6.38211,5.61763,5.86477,5.67102,6.05507,5.99544,16.3324,4.59338,4.65451,4.50786,4.62488,LTE_DL
9106360,-122.124,-122.241,-122.57,-122.296,-93.6192,-93.5909,-94.4376,-92.175,-92.5474,-93.5372,-93.3343,-93.063,-93.3008,-93.3021,-92.2356,-92.0664,-93.5408,-93.6753,-94.0599,-95.5964,-97.7733,-96.2035,-96.339,-94.6268,-94.5335,-95.0753,-96.0108,-96.9758,-122.34,-122.886,-122.994,-122.899,4.64416,4.62645,4.12181,4.43811,29.2655,4.65415,5.07474,6.94285,5.33313,4.50022,4.46763,6.2314,6.00489,4.57349,5.86466,5.5697,4.60059,5.62776,6.53948,5.68847,4.33445,5.42373,4.33888,5.7563,4.65464,6.43764,5.52319,26.1908,4.44322,4.11242,4.32943,4.42002,LTE_DL
9131350,-119.533,-119.086,-118.664,-117.045,-92.8377,-92.3799,-93.166,-91.7218,-92.2842,-93.338,-93.5964,-93.8418,-93.2114,-92.8335,-92.0876,-91.9272,-92.6855,-93.1414,-93.5401,-94.1806,-94.7306,-94.7887,-94.7594,-94.6793,-94.7253,-94.8056,-94.5713,-96.9768,-118.875,-119.632,-119.89,-120.923,4.6981,4.48135,5.6739,4.79815,34.2146,4.97359,5.7897,5.09013,5.71805,4.41725,5.7956,6.06107,4.84522,6.16675,4.7682,4.07159,5.34756,3.06032,6.60413,5.2062,4.37755,2.95762,8.66418,4.79116,5.56186,5.208,5.56862,28.9454,8.51347,5.29097,5.29486,3.28207,LTE_DL
9131350,-112.305,-112.909,-112.591,-112.055,-92.3777,-92.7861,-90.7831,-92.7639,-94.7719,-94.7154,-95.2805,-94.3339,-93.9434,-91.4238,-91.3293,-91.9493,-93.365,-95.3431,-95.4157,-95.3344,-95.5353,-94.9205,-94.5708,-94.4167,-95.9127,-94.793,-92.7579,-94.8441,-116.509,-117.17,-117.564,-119.367,4.52077,2.81638,3.29811,4.85986,27.0149,4.80199,6.69483,8.4932,4.46875,4.31251,4.46992,2.02709,6.55356,3.76687,10.4406,4.23827,4.21258,13.8258,4.85626,4.14738,4.00946,5.5267,4.81065,3.4045,4.05006,4.52647,5.55399,21.9221,3.79746,5.15205,3.89558,6.77727,LTE_DL
9106360,-123.712,-124.712,-124.185,-124.516,-96.7175,-95.9505,-94.3132,-87.041,-87.0484,-86.2961,-90.1057,-93.5515,-89.6115,-91.6122,-89.8995,-89.6122,-88.6208,-89.1422,-90.7067,-91.3515,-93.3646,-97.639,-98.7569,-97.4073,-98.7507,-97.4984,-95.9265,-97.9374,-124.468,-124.53,-125.01,-125.039,4.84642,6.27688,5.2939,6.67723,26.162,8.14043,3.20272,6.32143,4.67012,5.85899,5.38821,4.61004,5.76867,2.84815,5.59059,3.62554,4.35508,5.21512,4.13276,4.34767,5.00645,5.53173,3.20558,5.87048,5.32904,3.63998,4.82747,27.9519,4.31415,5.38553,4.49458,5.31544,LTE_DL
9081370,-105.917,-105.468,-105.537,-119.996,-94.495,-93.9201,-94.8681,-94.4979,-95.3614,-94.678,-93.8797,-94.4607,-93.1209,-92.4669,-91.8499,-90.0646,-91.1631,-92.311,-91.8054,-93.0754,-94.126,-94.8611,-94.818,-95.7411,-96.0714,-96.8379,-97.2748,-98.0793,-123.193,-125.355,-124.244,-124.057,11.1471,5.72891,30.5926,7.18887,27.7127,5.66466,5.42909,6.36725,5.01946,5.40785,7.44602,5.47181,7.5174,4.53701,7.95767,8.31167,6.5381,8.73405,6.92836,8.42357,5.88347,4.54153,4.66733,4.78749,5.29211,7.19116,5.63611,25.0327,6.5656,5.18371,5.49774,3.80332,LTE_DL
9178830,-100.315,-99.5269,-99.6951,-121.172,-97.2081,-96.416,-97.2396,-97.4243,-98.4365,-96.9168,-95.9929,-97.171,-95.4763,-94.6307,-93.9847,-91.6665,-92.8455,-94.1621,-93.099,-94.4238,-95.3023,-96.0962,-96.5281,-97.5504,-98.256,-99.256,-99.5247,-100.186,-123.949,-127.071,-126.028,-125.726,7.83661,5.97808,24.5999,6.61001,25.3863,5.58695,5.39459,7.1655,5.74947,5.6552,6.48798,5.91191,6.91892,6.20374,6.84156,7.76233,5.67734,6.69142,8.00229,5.77435,5.68156,6.37057,6.42658,5.58413,5.48716,6.18886,5.4794,24.5387,6.85987,4.76207,5.53737,4.85668,LTE_DL
9178830,-98.1012,-96.7004,-97.76,-129.78,-107.453,-104.85,-106.445,-108.025,-111.267,-109.016,-107.325,-108.449,-104.982,-105.048,-107.481,-105.641,-106.08,-106.412,-108.662,-109.293,-108.573,-110.743,-109.977,-107.929,-104.536,-104.334,-100.588,-102.112,-131.102,-133.961,-133.879,-132.909,6.86888,5.35477,32.933,7.47036,24.234,6.50738,6.39368,9.33021,4.66955,5.37683,6.55457,6.31222,9.29126,6.46217,5.29902,6.05433,4.08167,6.3212,6.58026,5.47958,7.54106,5.13718,4.84112,5.13532,9.76622,4.76919,6.781,29.6509,6.43275,4.38715,4.05431,5.81456,LTE_DL
9203820,-96.9318,-95.8568,-96.2456,-123.964,-99.9522,-98.8782,-99.5884,-100.193,-101.486,-99.4849,-98.4679,-100.02,-98.0836,-97.0409,-96.2211,-93.3534,-94.8499,-96.4248,-95.3254,-96.8769,-97.6864,-98.2812,-98.6872,-98.9243,-99.6554,-100.46,-100.049,-100.616,-124.67,-128.708,-129.037,-128.529,7.55073,5.52211,30.0134,7.09106,25.2796,5.65698,5.63924,7.77431,5.76874,5.94175,6.89535,6.21889,7.52021,6.48016,7.3973,8.49862,5.73918,7.08396,8.47386,6.00001,5.7311,6.68687,5.83438,5.6088,5.77882,6.22265,5.73059,24.8648,7.3717,4.61397,4.50118,5.02295,LTE_DL
9081370,-104.875,-102.236,-102.472,-124.331,-87.3994,-87.6551,-87.935,-90.3647,-94.0557,-88.1446,-87.3216,-91.6393,-90.7008,-89.9193,-85.2666,-85.9145,-90.649,-90.1442,-83.4924,-85.0616,-86.9732,-87.2211,-89.1491,-89.6123,-91.884,-89.9414,-86.4811,-86.5045,-119.36,-125.451,-127.507,-128.316,9.92817,3.27596,26.8911,7.26056,36.4286,3.42704,6.56973,7.53138,5.48376,6.53559,7.04183,8.52684,7.95537,3.67369,5.70802,6.72156,3.58979,4.39945,15.8786,5.73326,5.6645,5.51205,5.74962,5.99438,2.93806,5.68597,6.0341,33.1436,10.5267,5.39889,3.96323,5.47888,LTE_DL
4613150,-103.186,-102.832,-103.251,-121.095,-97.3806,-96.2358,-97.0361,-97.4368,-98.0658,-96.5846,-95.7372,-97.0593,-95.5236,-94.6725,-93.6271,-92.1988,-91.5867,-92.1877,-91.4604,-92.5482,-93.5109,-93.5624,-93.7336,-94.0142,-94.537,-94.9299,-94.4671,-94.4462,-118.323,-122.44,-121.144,-116.3,6.61461,4.93188,22.3621,7.77151,24.737,5.69454,5.64371,7.00542,5.63058,5.74171,6.28003,5.95667,7.08564,6.22105,7.17203,7.17515,7.26708,6.65125,7.44799,5.90825,5.47209,6.21108,5.93234,5.4586,5.68797,6.09257,5.55381,24.35,9.20259,6.06646,5.25517,8.85514,LTE_DL
4613150,-122.866,-123.389,-122.812,-113.043,-86.7387,-86.4473,-86.2739,-87.132,-87.053,-87.0292,-87.3035,-85.734,-87.5216,-87.4285,-87.4995,-87.2652,-86.489,-86.6783,-87.6205,-87.0362,-87.757,-87.8957,-88.2697,-87.9381,-86.9461,-87.0346,-88.462,-88.4465,-114.964,-120.784,-116.311,-98.8611,4.41642,4.71702,4.99959,12.3559,25.6743,4.20459,5.57247,5.07957,4.62568,4.77859,3.66754,5.59419,4.68354,5.69045,4.18782,4.12722,7.54626,4.47883,4.26767,5.78388,5.5017,4.81261,4.84189,3.53428,4.723,4.97186,4.81465,26.0473,10.0233,4.82026,8.93782,17.9155,LTE_DL
4590660,-125.668,-125.394,-126.344,-118.059,-87.6054,-87.2722,-87.7023,-88.507,-89.1957,-90.933,-87.3307,-87.4261,-88.5874,-88.0239,-89.2299,-89.0656,-88.6434,-88.1469,-88.382,-89.7352,-90.8408,-89.4022,-88.1776,-89.123,-89.5113,-89.491,-89.9691,-91.4299,-117.876,-122.527,-120.232,-98.0877,6.7765,4.31989,4.37146,12.4269,29.774,4.82748,5.08378,4.67482,3.62573,2.56599,4.92621,5.35673,4.07441,5.72957,5.13555,7.49893,10.7462,6.74576,4.18937,5.10975,5.63168,5.56144,4.78223,6.91133,5.73888,3.27068,6.1637,25.8731,10.5948,5.70064,4.41203,20.3975,LTE_DL
4613150,-124.762,-122.256,-123.091,-114.17,-86.1599,-83.6458,-95.1082,-95.2468,-95.0303,-92.0984,-86.5167,-92.7529,-95.3111,-87.9121,-87.27,-86.0726,-85.1741,-86.6147,-84.5234,-88.2671,-86.8244,-85.2652,-86.4116,-90.6352,-94.1587,-94.5065,-95.5454,-96.3657,-118.136,-122.246,-113.336,-100.223,5.36655,4.55177,35.0231,5.56299,19.2105,3.72546,6.71021,4.61089,6.67348,4.24272,3.24373,3.93821,3.80529,4.16773,27.7757,29.8913,4.45483,4.61235,4.53344,4.39823,4.658,4.67774,4.28355,4.6954,5.69412,6.84266,4.47112,17.9761,9.00104,5.58112,4.73801,4.13822,LTE_DL
4663130,-124.754,-125.603,-124.536,-117.869,-91.8902,-89.4184,-89.3195,-92.0084,-92.4364,-92.7287,-92.7926,-93.1407,-95.5009,-95.3887,-95.323,-93.2983,-93.8632,-93.194,-94.7707,-94.9263,-95.1911,-92.0479,-91.8027,-91.8976,-90.7465,-90.5034,-91.5026,-94.9749,-116.32,-121.817,-117.316,-99.6622,4.60426,4.17374,4.34051,9.72928,26.3086,3.98119,7.94069,6.62249,4.04422,5.24162,5.18712,4.93573,4.54201,6.10664,5.89848,6.57082,5.94867,7.40374,5.79251,6.25887,4.77008,6.60494,4.86986,5.90969,6.25437,5.11893,7.99644,20.7266,9.98065,5.36081,5.72507,17.4348,LTE_DL
